City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,aguimes,20,ES,1565244663,78,27.91,-15.45,71.6,12.75
382,port blair,78,IN,1565244663,80,11.67,92.75,83.44,25.66
383,the valley,40,AI,1565244459,83,18.22,-63.06,82.4,9.17
384,labuhan,85,ID,1565244663,38,-2.54,115.51,92.98,4.0
385,moerai,100,PF,1565244664,80,-22.43,-151.33,72.28,12.26
386,pasni,19,PK,1565244664,53,25.26,63.48,91.18,4.9
387,san cristobal,91,HN,1565244664,93,14.68,-86.92,66.88,4.09
388,vyazma,74,RU,1565244665,82,55.21,34.3,64.0,3.06
389,yablonovo,71,RU,1565244665,73,50.85,37.36,69.8,13.42
390,kiama,0,AU,1565244665,36,-34.67,150.86,62.01,29.97
391,port-gentil,75,GA,1565244666,88,-0.72,8.78,73.4,11.41
392,sawtell,75,AU,1565244666,45,-30.38,153.1,73.99,19.46
393,mookane,0,BW,1565244666,39,-23.68,26.66,61.84,3.49
394,banjar,68,ID,1565244666,58,-7.37,108.54,82.18,9.33
395,taichung,75,TW,1565244667,70,24.16,120.65,95.0,24.16
396,semikarakorsk,0,RU,1565244667,60,47.52,40.81,71.6,2.24
397,thesprotikon,0,GR,1565244667,74,39.25,20.78,78.8,3.36
398,praia da vitoria,40,PT,1565244668,64,38.73,-27.07,68.0,21.74
399,bahir dar,88,ET,1565244668,81,11.59,37.39,63.82,4.54
400,warmbad,40,DE,1565244668,87,50.67,13.08,66.0,5.82
401,matinha,56,BR,1565244669,99,-3.1,-45.04,69.58,2.3
402,roebourne,1,AU,1565244669,15,-20.77,117.15,79.84,12.59
403,zyryanskoye,100,RU,1565244670,44,56.83,86.62,82.36,5.91
404,wagar,64,US,1565244670,91,31.44,-87.99,80.01,3.58
405,liepaja,100,LV,1565244670,100,56.52,21.02,60.8,1.12
406,yelovo,84,RU,1565244670,74,57.05,54.92,56.26,13.31
407,paamiut,100,GL,1565244671,99,61.99,-49.67,39.16,0.47
408,jinji,28,CN,1565244671,62,22.16,112.49,91.99,4.29
409,aswan,0,EG,1565244671,28,24.09,32.9,86.0,5.82
410,kumano,75,JP,1565244671,52,34.34,132.59,89.6,5.82
411,kungurtug,96,RU,1565244672,63,50.6,97.53,70.48,0.87
412,manzhouli,100,CN,1565244672,93,49.6,117.43,59.14,9.64
413,midyat,0,TR,1565244672,38,37.42,41.36,91.4,5.82
414,ekhabi,30,RU,1565244673,74,53.51,142.97,58.24,13.62
415,moroni,0,GR,1565244673,54,35.09,24.92,82.99,3.36
416,porto novo,0,BR,1565244673,82,-23.68,-45.44,62.6,2.24
417,tambilil,75,PH,1565244674,70,5.96,124.67,86.0,6.93
418,de aar,0,ZA,1565244674,71,-30.65,24.01,39.34,3.15
419,floro,75,NO,1565244674,93,61.6,5.03,60.8,5.82
420,wahiawa,75,US,1565244675,74,21.5,-158.02,82.4,3.18
421,klyuchi,0,RU,1565244675,32,52.25,79.17,76.96,12.53
422,dingle,100,PH,1565244675,81,11.0,122.67,81.1,20.69
423,turinsk,65,RU,1565244675,62,58.04,63.7,58.96,11.39
424,moron,94,HT,1565244676,79,18.56,-74.26,81.28,1.3
425,batagay,50,RU,1565244676,46,67.65,134.64,70.84,2.95
426,kahramanmaras,0,TR,1565244673,47,37.58,36.93,75.2,2.24
427,lahan,94,NP,1565244676,52,26.71,86.48,90.82,22.35
428,abay,0,KZ,1565244677,33,49.63,72.87,75.2,6.71
429,yarim,45,YE,1565244677,58,14.3,44.38,74.08,2.46
430,soyo,75,AO,1565244677,94,-6.13,12.37,71.6,3.36
431,linhares,56,BR,1565244678,94,-19.38,-40.06,65.44,0.98
432,hamilton,5,CA,1565244396,93,43.26,-79.87,71.6,6.93
433,husavik,21,CA,1565244678,67,50.56,-96.99,57.0,5.99
434,morondava,0,MG,1565244678,49,-20.3,44.28,72.82,10.94
435,luangwa,0,MZ,1565244679,37,-15.62,30.4,71.02,2.82
436,gali,0,GE,1565244679,58,42.63,41.74,68.32,3.69
437,solwezi,0,ZM,1565244679,34,-12.18,26.4,65.8,7.52
438,noyabrsk,12,RU,1565244680,60,63.2,75.45,62.92,15.3
439,cockburn town,100,TC,1565244680,81,21.46,-71.14,82.54,18.75
440,puerto narino,0,CO,1565244680,94,-3.77,-70.38,75.2,1.92
441,douglas,75,US,1565244680,55,58.28,-134.39,66.2,8.05
442,erenhot,45,CN,1565244681,34,43.65,111.97,75.7,5.37
443,sisimiut,86,GL,1565244681,84,66.94,-53.67,42.4,6.44
444,puerto armuelles,92,PA,1565244682,95,8.27,-82.86,73.36,2.17
445,north bend,90,US,1565244682,87,43.41,-124.22,62.01,4.38
446,kalmunai,100,LK,1565244682,63,7.42,81.82,82.36,4.05
447,toora-khem,90,RU,1565244683,57,52.47,96.11,73.54,6.46
448,isangel,40,VU,1565244683,78,-19.55,169.27,80.6,5.82
449,mount gambier,75,AU,1565244435,93,-37.83,140.78,46.4,18.34
450,derzhavinsk,3,KZ,1565244684,39,51.1,66.31,69.94,14.16
451,pruhonice,0,CZ,1565244684,88,50.0,14.55,64.4,11.41
452,nosy varika,0,MG,1565244684,56,-20.58,48.53,69.76,3.11
453,saint-gaudens,20,FR,1565244685,88,43.11,0.72,70.0,6.93
454,pinczow,91,PL,1565244685,99,50.52,20.53,68.0,8.01
455,mackay,90,CA,1565244685,100,53.65,-115.58,57.2,2.24
456,kaniama,0,CD,1565244685,35,-7.57,24.18,77.5,0.51
457,abu kamal,0,SY,1565244686,32,34.45,40.92,86.32,18.34
458,verkhnyaya inta,100,RU,1565244686,94,65.99,60.32,49.06,16.96
459,balaghat,100,IN,1565244686,90,21.81,80.19,78.94,5.95
460,ambanja,20,MG,1565244687,88,-13.68,48.45,73.4,7.7
461,bodden town,2,KY,1565244687,86,19.28,-81.25,82.99,3.0
462,chacaltianguis,9,MX,1565244687,81,18.3,-95.84,82.0,4.09
463,nioro,31,GM,1565244687,76,13.79,-15.05,74.44,3.4
464,tignere,100,CM,1565244688,99,7.37,12.65,65.62,2.15
465,general roca,0,AR,1565244590,51,-39.03,-67.58,32.0,5.68
466,coihaique,0,CL,1565244688,80,-45.58,-72.07,33.8,4.7
467,dzierzoniow,0,PL,1565244689,82,50.73,16.65,64.99,12.75
468,kamenka,67,MD,1565244689,70,48.03,28.7,72.0,4.0
469,kamphaeng phet,86,TH,1565244690,69,16.47,99.53,86.14,4.72
470,sept-iles,75,CA,1565244690,93,50.2,-66.38,60.01,6.93
471,sibu,75,MY,1565244690,66,2.29,111.83,87.8,5.82
472,vikhorevka,0,RU,1565244691,39,56.12,101.17,78.8,2.24
473,kologriv,0,RU,1565244691,65,58.83,44.31,59.32,3.2
474,mobaye,97,CF,1565244691,93,4.33,21.18,70.48,1.61
475,dakar,0,SN,1565244692,78,14.69,-17.45,77.0,4.7
476,sao jose da coroa grande,10,BR,1565244692,96,-8.9,-35.15,68.68,3.91
477,port moresby,40,PG,1565244692,78,-9.47,147.16,82.4,14.99
478,diffa,47,NE,1565244693,75,13.32,12.61,78.76,15.03
479,mamallapuram,75,IN,1565244693,53,12.63,80.17,95.0,11.41
480,portsmouth,0,GB,1565244694,87,50.8,-1.08,57.99,2.24
481,bandarbeyla,68,SO,1565244694,44,9.49,50.81,87.04,34.4
482,newport,40,GB,1565244477,87,51.59,-3.0,59.0,4.7
483,salym,29,RU,1565244694,60,60.06,71.48,62.2,9.42
484,callaway,1,US,1565244695,71,46.98,-95.91,57.2,4.7
485,luzhou,31,CN,1565244695,60,28.89,105.45,89.74,5.68
486,ugoofaaru,98,MV,1565244695,77,5.67,73.0,84.16,16.62
487,altay,0,CN,1565244695,32,47.83,88.13,73.0,5.88
488,fortuna,90,US,1565244696,93,40.6,-124.16,61.0,5.82
489,porosozero,25,RU,1565244696,55,62.72,32.71,57.52,3.91
490,pacific grove,40,US,1565244696,77,36.62,-121.92,62.01,5.82
491,aykhal,40,RU,1565244697,33,65.95,111.51,71.6,6.71
492,puerto madryn,0,AR,1565244697,52,-42.77,-65.04,40.42,10.0
493,novo oriente,54,BR,1565244697,73,-5.54,-40.77,66.52,9.51
494,ajaccio,0,FR,1565244572,78,41.93,8.74,78.8,2.24
495,palu,82,ID,1565244698,69,-0.9,119.87,83.08,6.93
496,bay roberts,90,CA,1565244698,100,47.58,-53.28,55.99,5.82
497,sopur,1,IN,1565244698,46,34.3,74.47,81.64,3.18
498,dezhou,0,CN,1565244698,52,37.45,116.31,90.1,4.34
499,narragansett,75,US,1565244699,94,41.45,-71.45,75.2,14.99
500,tarko-sale,0,RU,1565244699,59,64.92,77.78,66.99,14.52
501,burgeo,96,CA,1565244699,90,47.61,-57.61,61.84,1.74
502,kuito,83,AO,1565244700,49,-12.38,16.94,60.94,3.58
503,arusha,75,TZ,1565244700,100,-3.37,36.69,68.0,11.12
504,labuan,75,BN,1565244610,66,5.28,115.24,87.8,10.29
505,nizwa,0,OM,1565244700,15,22.93,57.53,99.46,3.36
506,weligama,100,LK,1565244701,82,5.97,80.42,83.08,17.63
507,mirzapur,75,IN,1565244701,83,25.15,82.57,82.4,14.99
508,tuhian,100,PH,1565244701,75,13.65,122.22,83.98,20.45
509,zhireken,1,RU,1565244702,27,52.82,117.29,78.4,6.17
510,youhao,100,CN,1565244702,92,47.86,128.84,60.94,4.29
511,mehamn,75,NO,1565244702,87,71.03,27.85,46.4,8.05
512,algiers,1,US,1565244702,100,29.94,-90.04,84.2,3.36
513,athni,97,IN,1565244703,69,16.73,75.07,79.84,32.64
514,mongoumba,100,CD,1565244703,95,3.64,18.59,70.48,4.76
515,boa esperanca,52,BR,1565244703,98,-1.91,-60.0,70.12,2.68
516,ishigaki,75,JP,1565244704,94,24.34,124.16,82.4,31.09
517,alghero,20,IT,1565244704,94,40.56,8.32,77.0,6.4
518,qaqortoq,97,GL,1565244704,81,60.72,-46.03,42.8,4.7
519,montepuez,47,MZ,1565244705,55,-13.13,39.0,73.0,2.55
520,prainha,5,BR,1565244705,81,-1.8,-53.48,72.28,2.66
521,lorengau,19,PG,1565244705,63,-2.02,147.27,85.06,1.12
522,rassvet,69,RU,1565244706,44,49.11,45.47,73.0,10.22
523,santona,40,ES,1565244706,94,43.44,-3.46,75.0,1.12
524,samana,44,EC,1565244706,85,0.12,-76.97,65.26,0.89
525,simpang,100,ID,1565244706,71,4.36,96.17,85.06,4.7
526,atasu,0,KZ,1565244707,23,48.68,71.64,76.42,9.28
527,ust-nera,8,RU,1565244707,32,64.57,143.24,64.18,10.07
528,bourg-en-bresse,75,FR,1565244707,100,46.21,5.22,64.99,1.12
529,japura,100,ID,1565244708,42,-0.42,102.29,93.16,4.61
530,korcula,0,HR,1565244708,82,42.96,17.14,66.2,2.24
531,midland,1,US,1565244565,38,32.0,-102.08,89.6,11.41
532,hovd,75,NO,1565244709,93,63.83,10.7,59.0,10.29
533,la ronge,5,CA,1565244709,81,55.1,-105.3,51.8,4.7
534,mchinji,0,MW,1565244709,42,-13.8,32.89,67.96,5.95
535,chipinge,0,ZW,1565244710,27,-20.19,32.62,73.0,3.04
536,necochea,0,AR,1565244710,96,-38.55,-58.74,33.01,6.17
537,ust-kuyga,58,RU,1565244710,45,70.0,135.55,69.4,6.33
538,pervoye maya,0,KG,1565244710,16,40.63,73.68,87.04,4.61
539,arzgir,0,RU,1565244711,33,45.37,44.21,79.84,8.5
540,hukuntsi,0,BW,1565244711,27,-23.98,21.76,48.16,6.85
541,shu,0,KZ,1565244711,10,43.6,73.76,94.78,6.24
